id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Date
120344,Female,Loyal Customer,38,Business travel,Business,1884,4,4,4.0,4,2,4,4,5,5,5.0,5.0,4,5,4,0,0.0,satisfied,2022-10-13
125641,Female,Loyal Customer,39,Business travel,Business,2984,4,2,4.0,4,3,5,5,4,4,4.0,4.0,3,4,4,5,0.0,satisfied,2022-10-20
460,Female,Loyal Customer,38,Business travel,Business,1911,0,0,0.0,1,3,5,5,1,1,2.0,2.0,4,1,5,0,0.0,satisfied,2022-10-20
13249,Female,Loyal Customer,34,Business travel,Business,2558,3,1,3.0,1,4,3,4,3,3,3.0,3.0,4,3,2,77,78.0,neutral or dissatisfied,2022-10-04
50807,Female,Loyal Customer,69,Personal Travel,Eco,363,1,5,1.0,1,5,5,5,4,4,1.0,4.0,4,4,5,0,0.0,neutral or dissatisfied,2022-10-09
24915,Female,disloyal Customer,23,Business travel,Eco,762,1,1,1.0,3,4,1,4,4,3,4.0,2.0,5,2,4,0,0.0,neutral or dissatisfied,2022-10-14
15127,Male,Loyal Customer,26,Business travel,Business,2519,5,5,5.0,5,5,5,5,5,4,2.0,4.0,5,3,5,0,0.0,satisfied,2022-10-05
124059,Male,Loyal Customer,46,Business travel,Business,2153,4,4,4.0,4,5,3,4,4,4,4.0,4.0,5,4,4,0,0.0,satisfied,2022-10-28
36726,Female,Loyal Customer,51,Personal Travel,Eco Plus,1185,1,3,1.0,4,1,3,4,2,2,1.0,2.0,4,2,1,86,95.0,neutral or dissatisfied,2022-10-03
106461,Male,Loyal Customer,16,Personal Travel,Eco Plus,1670,2,1,2.0,3,1,2,1,1,1,1.0,3.0,1,3,1,8,0.0,neutral or dissatisfied,2022-10-05
85239,Female,disloyal Customer,27,Business travel,Eco,413,1,5,1.0,4,1,1,1,1,1,5.0,1.0,4,3,1,0,0.0,neutral or dissatisfied,2022-10-05
129615,Male,Loyal Customer,44,Business travel,Business,337,4,3,4.0,4,5,4,5,5,5,4.0,5.0,5,5,4,0,0.0,satisfied,2022-10-27
2948,Male,Loyal Customer,36,Business travel,Business,2369,4,4,4.0,4,2,4,4,5,5,5.0,5.0,5,5,3,0,0.0,satisfied,2022-10-22
89336,Female,Loyal Customer,51,Business travel,Business,1541,2,2,2.0,2,5,4,5,5,5,5.0,5.0,3,5,3,19,0.0,satisfied,2022-10-02
79761,Female,disloyal Customer,27,Business travel,Business,1096,2,2,2.0,4,4,2,4,4,1,2.0,3.0,3,4,4,0,0.0,neutral or dissatisfied,2022-10-09
4863,Female,Loyal Customer,66,Personal Travel,Eco,500,3,5,3.0,1,3,2,2,4,2,5.0,4.0,2,4,2,152,142.0,neutral or dissatisfied,2022-10-28
115620,Male,disloyal Customer,65,Business travel,Eco,342,1,1,1.0,3,4,1,4,4,3,4.0,3.0,1,3,4,1,0.0,neutral or dissatisfied,2022-10-15
109862,Female,Loyal Customer,39,Business travel,Business,2291,3,3,3.0,3,4,4,4,5,5,5.0,5.0,5,5,3,0,0.0,satisfied,2022-10-16
34181,Male,Loyal Customer,58,Business travel,Eco,779,2,4,4.0,4,2,2,2,2,3,4.0,2.0,4,2,2,0,8.0,neutral or dissatisfied,2022-10-01
117179,Female,Loyal Customer,45,Personal Travel,Eco,369,3,5,3.0,3,2,2,2,2,2,3.0,2.0,5,2,5,0,0.0,neutral or dissatisfied,2022-10-11
73428,Female,Loyal Customer,60,Personal Travel,Eco,1197,2,1,2.0,2,4,3,2,4,4,2.0,3.0,1,4,2,5,0.0,neutral or dissatisfied,2022-10-29
70446,Female,Loyal Customer,38,Personal Travel,Eco,187,2,4,2.0,3,2,5,5,3,4,4.0,4.0,5,3,5,197,203.0,neutral or dissatisfied,2022-10-22
35211,Male,Loyal Customer,28,Business travel,Business,1028,3,3,4.0,3,5,5,5,5,4,2.0,1.0,4,5,5,0,0.0,satisfied,2022-10-15
118983,Female,Loyal Customer,36,Business travel,Business,459,3,1,1.0,1,1,4,4,3,3,3.0,3.0,4,3,4,14,2.0,neutral or dissatisfied,2022-10-11
106849,Male,Loyal Customer,70,Personal Travel,Eco,1733,5,4,5.0,1,5,5,5,5,3,2.0,5.0,3,5,5,4,0.0,satisfied,2022-10-27
84639,Female,disloyal Customer,22,Business travel,Eco,707,2,2,2.0,3,1,2,3,1,2,4.0,4.0,4,3,1,2,0.0,neutral or dissatisfied,2022-10-18
71007,Male,disloyal Customer,25,Business travel,Business,802,2,0,3.0,3,5,3,5,5,5,2.0,5.0,3,5,5,31,26.0,neutral or dissatisfied,2022-10-04
34222,Male,Loyal Customer,32,Personal Travel,Eco,1129,5,4,5.0,2,1,4,1,1,4,4.0,5.0,5,4,1,0,0.0,satisfied,2022-10-26
73299,Female,Loyal Customer,57,Business travel,Business,1005,1,1,1.0,1,4,4,5,5,5,5.0,5.0,3,5,4,14,23.0,satisfied,2022-10-28
119277,Female,disloyal Customer,50,Business travel,Business,214,2,2,2.0,4,4,2,4,4,4,2.0,4.0,3,4,4,0,0.0,neutral or dissatisfied,2022-10-02
2117,Male,disloyal Customer,20,Business travel,Business,431,4,0,4.0,1,3,4,3,3,4,3.0,5.0,5,4,3,5,0.0,satisfied,2022-10-20
115786,Male,Loyal Customer,25,Business travel,Eco,390,1,3,5.0,5,1,1,2,1,3,1.0,2.0,1,3,1,17,10.0,neutral or dissatisfied,2022-10-21
63768,Male,Loyal Customer,24,Business travel,Business,1721,2,2,2.0,2,4,4,4,4,4,,4.0,3,4,4,0,0.0,satisfied,2022-10-16
7389,Male,disloyal Customer,25,Business travel,Business,522,2,0,2.0,2,1,2,1,1,4,5.0,4.0,3,4,1,76,82.0,neutral or dissatisfied,2022-10-30
101167,Male,Loyal Customer,45,Business travel,Eco,1069,2,3,5.0,3,2,2,2,2,4,1.0,3.0,3,3,2,0,0.0,neutral or dissatisfied,2022-10-13
10992,Male,Loyal Customer,37,Business travel,Eco,140,3,1,1.0,1,3,2,3,3,4,5.0,3.0,4,3,3,0,0.0,neutral or dissatisfied,2022-10-28
16755,Female,Loyal Customer,52,Business travel,Business,2604,2,2,2.0,2,3,1,5,3,3,3.0,3.0,2,3,4,4,0.0,satisfied,2022-10-22
92730,Male,Loyal Customer,47,Business travel,Business,1276,3,3,3.0,3,4,4,4,4,4,4.0,4.0,3,4,3,5,0.0,satisfied,2022-10-02
80452,Female,Loyal Customer,40,Personal Travel,Business,1299,1,5,1.0,4,4,3,5,2,2,1.0,3.0,4,2,3,0,0.0,neutral or dissatisfied,2022-10-22
60105,Female,Loyal Customer,48,Business travel,Business,3305,1,4,1.0,1,4,4,4,5,5,4.0,5.0,5,5,4,52,23.0,satisfied,2022-10-05
73210,Male,Loyal Customer,48,Personal Travel,Eco,1258,2,5,2.0,2,3,2,3,3,4,2.0,5.0,3,5,3,0,0.0,neutral or dissatisfied,2022-10-06
81159,Female,disloyal Customer,36,Business travel,Eco,300,1,0,2.0,3,5,2,5,5,1,4.0,3.0,2,5,5,0,0.0,neutral or dissatisfied,2022-10-04
58126,Female,Loyal Customer,46,Personal Travel,Eco,612,3,4,3.0,1,3,1,2,5,5,3.0,5.0,2,5,1,58,43.0,neutral or dissatisfied,2022-10-28
29317,Female,Loyal Customer,20,Personal Travel,Eco,569,3,5,3.0,2,3,3,3,3,4,2.0,5.0,5,4,3,0,0.0,neutral or dissatisfied,2022-10-04
36038,Male,disloyal Customer,46,Business travel,Eco,413,2,0,2.0,4,4,2,4,4,4,4.0,5.0,3,1,4,114,119.0,neutral or dissatisfied,2022-10-20
70308,Male,Loyal Customer,26,Personal Travel,Eco,334,4,5,3.0,3,4,3,4,4,5,2.0,4.0,4,4,4,87,71.0,neutral or dissatisfied,2022-10-22
85523,Male,Loyal Customer,39,Business travel,Business,2102,4,4,5.0,4,3,4,4,4,4,4.0,4.0,4,4,4,0,0.0,satisfied,2022-10-18
80502,Male,Loyal Customer,46,Business travel,Business,1749,2,2,2.0,2,2,4,5,3,3,3.0,3.0,5,3,4,7,0.0,satisfied,2022-10-16
34253,Male,disloyal Customer,46,Business travel,Eco,1666,4,4,4.0,4,3,4,3,3,5,3.0,4.0,5,4,3,0,0.0,neutral or dissatisfied,2022-10-17
87473,Male,disloyal Customer,22,Business travel,Business,373,5,0,4.0,2,4,4,4,4,4,4.0,4.0,3,5,4,0,0.0,satisfied,2022-10-12
42440,Female,Loyal Customer,53,Personal Travel,Eco Plus,1119,4,4,3.0,4,5,5,5,3,3,3.0,3.0,5,3,5,0,0.0,neutral or dissatisfied,2022-10-11
31340,Female,Loyal Customer,19,Personal Travel,Eco,1062,2,2,2.0,4,2,2,2,2,2,3.0,4.0,1,3,2,11,10.0,neutral or dissatisfied,2022-10-23
57305,Male,Loyal Customer,39,Personal Travel,Business,236,5,5,5.0,3,3,5,5,4,4,,4.0,5,4,4,0,0.0,satisfied,2022-10-13
113922,Male,Loyal Customer,67,Personal Travel,Eco,1670,3,2,3.0,3,4,3,3,4,2,3.0,3.0,3,3,4,8,5.0,neutral or dissatisfied,2022-10-09
32968,Male,Loyal Customer,14,Personal Travel,Eco,201,1,3,1.0,4,2,1,5,2,5,5.0,4.0,1,5,2,4,8.0,neutral or dissatisfied,2022-10-01
124095,Male,Loyal Customer,38,Business travel,Eco,529,4,1,1.0,1,4,4,4,4,4,1.0,2.0,1,2,4,0,0.0,neutral or dissatisfied,2022-11-01
79762,Male,Loyal Customer,47,Business travel,Business,3736,2,2,2.0,2,2,5,4,2,2,2.0,2.0,3,2,5,0,0.0,satisfied,2022-10-03
5121,Female,Loyal Customer,38,Business travel,Business,3055,1,1,4.0,1,4,5,5,5,5,5.0,5.0,5,5,3,0,70.0,satisfied,2022-10-04
9308,Male,Loyal Customer,49,Business travel,Business,2873,5,5,5.0,5,3,4,4,5,5,5.0,5.0,4,5,5,0,3.0,satisfied,2022-10-23
51026,Male,Loyal Customer,59,Personal Travel,Eco,89,1,4,1.0,3,3,1,3,3,4,4.0,4.0,4,5,3,0,0.0,neutral or dissatisfied,2022-10-15
102593,Female,disloyal Customer,21,Business travel,Eco,197,2,1,2.0,4,1,2,1,1,2,3.0,3.0,4,3,1,13,10.0,neutral or dissatisfied,2022-10-19
70230,Female,Loyal Customer,39,Personal Travel,Eco,1068,2,4,2.0,2,2,1,1,3,4,5.0,4.0,1,5,1,205,190.0,neutral or dissatisfied,2022-10-24
82138,Female,disloyal Customer,36,Business travel,Business,311,3,3,3.0,1,4,3,4,4,5,5.0,5.0,5,4,4,0,0.0,neutral or dissatisfied,2022-10-16
107906,Male,Loyal Customer,59,Business travel,Business,3180,5,5,5.0,5,4,4,4,5,5,5.0,5.0,4,5,5,0,0.0,satisfied,2022-10-15
113500,Female,Loyal Customer,52,Business travel,Business,3270,5,5,5.0,5,4,4,5,4,4,4.0,4.0,5,4,4,5,0.0,satisfied,2022-10-20
84724,Male,Loyal Customer,57,Business travel,Business,357,1,1,1.0,1,4,4,4,5,5,5.0,5.0,3,5,3,0,1.0,satisfied,2022-10-29
34221,Female,Loyal Customer,20,Personal Travel,Eco,1189,2,5,1.0,5,5,1,5,5,5,5.0,4.0,5,4,5,0,0.0,neutral or dissatisfied,2022-10-10
122473,Female,Loyal Customer,69,Business travel,Eco,575,3,1,1.0,1,3,4,4,3,3,3.0,3.0,3,3,3,53,45.0,neutral or dissatisfied,2022-10-10
58238,Female,Loyal Customer,33,Personal Travel,Eco,802,3,3,2.0,3,2,2,2,2,1,2.0,4.0,4,3,2,0,5.0,neutral or dissatisfied,2022-10-10
54239,Male,Loyal Customer,41,Business travel,Business,3299,2,5,5.0,5,4,3,3,2,2,2.0,2.0,3,2,2,0,5.0,neutral or dissatisfied,2022-10-03
40814,Male,Loyal Customer,26,Business travel,Business,2684,1,1,1.0,1,1,1,1,1,2,3.0,2.0,2,4,1,15,2.0,neutral or dissatisfied,2022-10-17
11972,Female,Loyal Customer,40,Business travel,Business,643,4,4,4.0,4,3,4,4,4,4,4.0,4.0,3,4,4,4,18.0,satisfied,2022-10-26
93093,Male,Loyal Customer,48,Business travel,Business,3396,5,5,4.0,5,4,4,5,4,4,4.0,4.0,3,4,4,17,4.0,satisfied,2022-10-17
127198,Male,Loyal Customer,56,Business travel,Business,2180,1,1,3.0,1,3,4,5,5,5,4.0,5.0,5,5,5,1,0.0,satisfied,2022-10-14
44308,Male,Loyal Customer,44,Personal Travel,Eco Plus,1428,3,4,3.0,2,3,3,3,3,1,1.0,1.0,5,1,3,0,0.0,neutral or dissatisfied,2022-10-02
47040,Male,Loyal Customer,51,Business travel,Business,3266,4,4,4.0,4,3,2,2,4,4,4.0,4.0,4,4,5,0,0.0,satisfied,2022-10-22
2152,Male,disloyal Customer,36,Business travel,Business,285,4,4,4.0,4,1,4,1,1,3,2.0,4.0,5,4,1,0,0.0,neutral or dissatisfied,2022-10-03
21339,Female,Loyal Customer,28,Business travel,Eco,674,4,2,2.0,2,4,4,4,4,2,4.0,2.0,2,1,4,23,7.0,satisfied,2022-10-18
60579,Male,Loyal Customer,47,Business travel,Business,1558,3,5,5.0,5,3,3,3,3,3,4.0,3.0,2,3,4,24,24.0,neutral or dissatisfied,2022-10-11
85068,Male,disloyal Customer,22,Business travel,Eco,731,2,2,2.0,1,4,2,2,4,5,4.0,5.0,4,5,4,2,0.0,neutral or dissatisfied,2022-10-29
61606,Female,disloyal Customer,28,Business travel,Business,1379,1,1,1.0,4,1,2,2,5,2,4.0,4.0,2,4,2,153,147.0,neutral or dissatisfied,2022-10-12
107162,Female,Loyal Customer,58,Business travel,Eco,668,1,3,3.0,3,5,4,4,1,1,1.0,1.0,4,1,4,0,0.0,neutral or dissatisfied,2022-10-25
5252,Male,Loyal Customer,43,Business travel,Business,3836,1,3,1.0,1,3,4,4,4,4,4.0,4.0,3,4,4,0,0.0,satisfied,2022-10-21
22907,Male,disloyal Customer,33,Business travel,Business,630,3,3,3.0,2,2,3,2,2,4,3.0,5.0,3,4,2,0,0.0,neutral or dissatisfied,2022-10-04
27674,Female,disloyal Customer,5,Business travel,Eco,1216,2,2,2.0,4,3,2,2,3,3,2.0,4.0,2,2,3,0,0.0,neutral or dissatisfied,2022-10-26
31518,Female,disloyal Customer,24,Business travel,Eco,846,4,4,4.0,3,4,4,4,4,4,3.0,4.0,5,3,4,1,0.0,neutral or dissatisfied,2022-10-20
119429,Female,Loyal Customer,27,Personal Travel,Eco,399,3,5,3.0,2,1,3,1,1,3,4.0,5.0,5,4,1,0,0.0,neutral or dissatisfied,2022-10-21
10280,Male,Loyal Customer,26,Business travel,Business,2890,4,2,4.0,4,4,4,4,4,4,4.0,5.0,4,4,4,2,2.0,satisfied,2022-10-22
50920,Male,Loyal Customer,58,Personal Travel,Eco,158,3,4,3.0,2,5,3,5,5,3,3.0,4.0,5,5,5,0,37.0,neutral or dissatisfied,2022-10-08
114749,Male,disloyal Customer,26,Business travel,Business,337,5,0,5.0,3,1,5,1,1,4,5.0,4.0,5,4,1,0,0.0,satisfied,2022-10-25
14611,Male,Loyal Customer,21,Business travel,Business,2679,2,2,2.0,2,3,3,3,3,3,2.0,3.0,2,1,3,0,0.0,satisfied,2022-10-01
5317,Female,disloyal Customer,17,Business travel,Business,383,4,0,4.0,1,4,4,5,4,3,3.0,5.0,4,4,4,0,0.0,satisfied,2022-10-14
118627,Male,Loyal Customer,57,Business travel,Business,1870,3,3,2.0,3,2,3,4,3,3,3.0,3.0,4,3,1,20,16.0,neutral or dissatisfied,2022-10-23
116117,Male,Loyal Customer,25,Personal Travel,Eco,417,1,3,1.0,2,2,1,2,2,5,1.0,3.0,2,2,2,0,0.0,neutral or dissatisfied,2022-10-27
35140,Male,Loyal Customer,41,Business travel,Eco,1076,5,5,5.0,5,5,5,5,5,3,1.0,5.0,5,5,5,0,1.0,satisfied,2022-10-27
29604,Male,disloyal Customer,15,Business travel,Eco,680,2,2,2.0,3,5,2,5,5,1,4.0,3.0,2,3,5,0,0.0,neutral or dissatisfied,2022-10-04
49560,Female,Loyal Customer,58,Business travel,Business,3810,3,4,4.0,4,3,3,3,3,3,3.0,3.0,2,3,3,0,0.0,neutral or dissatisfied,2022-10-24
96359,Female,Loyal Customer,44,Personal Travel,Eco Plus,1609,1,1,1.0,3,4,2,3,4,4,1.0,4.0,3,4,1,18,0.0,neutral or dissatisfied,2022-10-22
43871,Male,Loyal Customer,58,Business travel,Eco,174,4,4,4.0,4,4,4,4,4,2,5.0,3.0,4,2,4,0,0.0,neutral or dissatisfied,2022-10-27
32222,Female,Loyal Customer,41,Business travel,Business,163,0,5,0.0,3,4,5,5,5,5,5.0,5.0,1,5,2,0,0.0,satisfied,2022-10-27
126036,Male,disloyal Customer,32,Business travel,Business,507,4,4,4.0,1,5,4,5,5,3,3.0,4.0,5,4,5,9,1.0,neutral or dissatisfied,2022-10-31
103559,Female,Loyal Customer,30,Personal Travel,Eco,738,4,4,4.0,1,2,4,2,2,3,4.0,4.0,3,5,2,0,0.0,neutral or dissatisfied,2022-10-23
10016,Male,Loyal Customer,25,Business travel,Eco Plus,534,2,2,2.0,2,2,2,1,2,4,3.0,3.0,2,3,2,2,56.0,neutral or dissatisfied,2022-10-21
49872,Female,Loyal Customer,39,Business travel,Eco,156,5,2,2.0,2,5,5,5,5,4,1.0,3.0,4,1,5,0,0.0,satisfied,2022-10-19
61870,Male,disloyal Customer,19,Business travel,Business,1221,4,0,4.0,3,2,4,2,2,3,4.0,3.0,4,5,2,78,56.0,satisfied,2022-10-14
2732,Female,Loyal Customer,31,Business travel,Business,695,2,2,2.0,2,3,3,3,3,4,3.0,5.0,4,4,3,0,17.0,satisfied,2022-10-05
129282,Male,disloyal Customer,22,Business travel,Business,550,4,3,4.0,2,2,4,2,2,5,4.0,5.0,3,5,2,0,0.0,satisfied,2022-10-09
47908,Female,Loyal Customer,65,Business travel,Eco,329,1,3,3.0,3,5,4,3,1,1,1.0,1.0,2,1,1,0,0.0,neutral or dissatisfied,2022-10-31
44669,Female,Loyal Customer,45,Business travel,Eco,268,4,4,4.0,4,2,5,3,4,4,4.0,4.0,3,4,2,0,3.0,satisfied,2022-10-21
96525,Female,disloyal Customer,32,Personal Travel,Eco,436,2,1,2.0,4,1,2,1,1,1,5.0,3.0,4,3,1,71,63.0,neutral or dissatisfied,2022-10-02
6968,Male,Loyal Customer,59,Business travel,Business,1659,5,5,5.0,5,2,4,4,4,4,4.0,4.0,5,4,5,16,9.0,satisfied,2022-11-01
45172,Female,Loyal Customer,66,Personal Travel,Eco,174,2,1,2.0,4,5,3,3,2,2,2.0,2.0,1,2,1,58,54.0,neutral or dissatisfied,2022-10-26
95294,Male,Loyal Customer,56,Personal Travel,Eco,239,4,5,4.0,1,4,4,4,4,4,5.0,2.0,5,3,4,0,0.0,neutral or dissatisfied,2022-10-09
11384,Female,Loyal Customer,38,Business travel,Business,2625,1,1,1.0,1,5,5,5,4,4,4.0,4.0,5,4,5,0,0.0,satisfied,2022-10-21
122828,Female,Loyal Customer,53,Business travel,Business,3372,3,3,3.0,3,5,5,5,2,2,2.0,2.0,3,2,4,0,0.0,satisfied,2022-10-31
42516,Male,Loyal Customer,32,Business travel,Business,1384,5,2,5.0,5,2,2,2,2,4,2.0,4.0,2,3,2,0,0.0,satisfied,2022-10-07
11151,Male,Loyal Customer,64,Personal Travel,Eco,316,1,4,1.0,2,1,1,1,1,3,3.0,5.0,5,4,1,0,0.0,neutral or dissatisfied,2022-10-31
53572,Female,Loyal Customer,24,Business travel,Business,1195,3,3,3.0,3,5,5,5,5,1,5.0,1.0,3,2,5,16,4.0,satisfied,2022-10-08
53249,Male,Loyal Customer,24,Business travel,Eco Plus,612,0,1,4.0,4,0,1,4,0,3,5.0,4.0,1,3,0,0,0.0,neutral or dissatisfied,2022-10-01
12167,Male,Loyal Customer,52,Business travel,Business,3920,2,1,1.0,1,3,4,4,2,2,2.0,2.0,3,2,4,0,0.0,neutral or dissatisfied,2022-10-24
42367,Male,Loyal Customer,20,Personal Travel,Eco,817,3,4,3.0,4,2,3,2,2,1,3.0,4.0,4,4,2,0,6.0,neutral or dissatisfied,2022-10-11
57340,Female,Loyal Customer,46,Business travel,Business,1626,5,5,5.0,5,4,4,5,4,4,4.0,4.0,3,4,5,0,0.0,satisfied,2022-10-08
21810,Female,Loyal Customer,31,Personal Travel,Eco,241,1,5,1.0,4,3,1,3,3,3,3.0,4.0,4,5,3,0,0.0,neutral or dissatisfied,2022-10-18
121792,Female,disloyal Customer,37,Business travel,Business,366,4,4,4.0,1,1,4,1,1,4,4.0,5.0,4,5,1,0,0.0,satisfied,2022-10-26
121060,Female,Loyal Customer,57,Personal Travel,Eco,1013,1,1,1.0,2,5,3,2,2,2,1.0,2.0,1,2,3,35,60.0,neutral or dissatisfied,2022-10-22
79251,Female,Loyal Customer,27,Business travel,Business,1598,2,2,2.0,2,5,5,5,5,4,3.0,5.0,5,5,5,0,0.0,satisfied,2022-10-24
28352,Male,Loyal Customer,55,Personal Travel,Eco,867,2,4,2.0,4,1,2,1,1,4,3.0,2.0,4,4,1,0,0.0,neutral or dissatisfied,2022-10-08
32973,Male,Loyal Customer,32,Personal Travel,Eco,163,1,4,1.0,4,5,1,5,5,5,5.0,4.0,3,5,5,0,0.0,neutral or dissatisfied,2022-10-29
65142,Male,Loyal Customer,33,Personal Travel,Eco,190,2,5,2.0,3,2,2,2,2,4,3.0,5.0,3,5,2,0,0.0,neutral or dissatisfied,2022-10-08
26333,Female,Loyal Customer,29,Business travel,Business,834,5,5,5.0,5,5,5,5,5,3,3.0,5.0,5,4,5,0,0.0,satisfied,2022-10-23
41421,Female,Loyal Customer,21,Personal Travel,Eco,913,2,5,3.0,3,5,3,1,5,5,4.0,4.0,4,5,5,0,0.0,neutral or dissatisfied,2022-10-09
114786,Female,Loyal Customer,26,Business travel,Business,371,3,3,3.0,3,4,4,4,4,4,2.0,4.0,5,5,4,38,36.0,satisfied,2022-10-17
57535,Female,disloyal Customer,33,Business travel,Eco,413,1,4,1.0,4,5,1,5,5,1,3.0,4.0,4,3,5,4,12.0,neutral or dissatisfied,2022-10-01
14297,Female,disloyal Customer,34,Business travel,Eco,429,3,1,3.0,3,2,3,2,2,1,5.0,3.0,4,3,2,16,20.0,neutral or dissatisfied,2022-10-22
77452,Female,disloyal Customer,23,Business travel,Business,507,0,4,0.0,2,4,0,4,4,5,3.0,5.0,5,5,4,0,0.0,satisfied,2022-10-03
63026,Male,Loyal Customer,54,Business travel,Eco,967,1,2,2.0,2,1,1,1,1,3,4.0,3.0,4,3,1,16,3.0,neutral or dissatisfied,2022-10-06
35573,Male,Loyal Customer,50,Business travel,Eco Plus,1069,5,2,2.0,2,5,5,5,5,2,1.0,1.0,4,1,5,0,5.0,satisfied,2022-10-06
13935,Male,disloyal Customer,26,Business travel,Eco,192,2,5,2.0,4,4,2,2,4,3,1.0,1.0,1,4,4,0,3.0,neutral or dissatisfied,2022-10-02
99484,Female,disloyal Customer,21,Business travel,Business,283,4,0,4.0,1,3,4,3,3,2,5.0,5.0,3,5,3,14,10.0,satisfied,2022-11-01
120972,Female,disloyal Customer,22,Business travel,Eco,993,2,3,3.0,3,5,3,5,5,5,2.0,4.0,3,4,5,0,3.0,neutral or dissatisfied,2022-10-06
118771,Female,Loyal Customer,21,Personal Travel,Eco,646,1,5,1.0,5,5,1,5,5,4,1.0,1.0,1,1,5,5,8.0,neutral or dissatisfied,2022-10-22
55469,Male,Loyal Customer,36,Business travel,Eco,1825,2,2,2.0,2,2,2,2,2,3,2.0,3.0,4,3,2,0,0.0,neutral or dissatisfied,2022-10-19
122696,Female,Loyal Customer,51,Personal Travel,Eco,361,3,5,3.0,3,3,5,4,1,1,3.0,1.0,5,1,5,0,0.0,neutral or dissatisfied,2022-10-23
20606,Female,Loyal Customer,59,Business travel,Eco,794,5,3,3.0,3,5,5,4,5,5,5.0,5.0,4,5,3,14,8.0,satisfied,2022-10-10
2695,Male,Loyal Customer,50,Business travel,Business,2996,3,3,3.0,3,2,4,4,3,3,3.0,3.0,5,3,5,93,89.0,satisfied,2022-10-09
3093,Female,Loyal Customer,14,Business travel,Business,2255,2,2,3.0,2,2,2,2,2,4,4.0,3.0,1,3,2,5,8.0,neutral or dissatisfied,2022-10-02
105705,Female,Loyal Customer,27,Business travel,Business,3883,4,2,2.0,2,4,3,4,4,1,5.0,3.0,1,4,4,59,69.0,neutral or dissatisfied,2022-10-20
91274,Male,Loyal Customer,32,Business travel,Business,581,2,2,2.0,2,3,3,3,3,3,3.0,4.0,3,5,3,5,11.0,satisfied,2022-10-05
15168,Female,Loyal Customer,48,Business travel,Eco,416,4,2,2.0,2,5,3,4,4,4,4.0,4.0,5,4,1,21,6.0,satisfied,2022-10-06
15462,Female,Loyal Customer,51,Business travel,Eco,164,5,3,3.0,3,1,1,1,4,4,5.0,4.0,1,4,2,17,29.0,satisfied,2022-10-17
6846,Female,disloyal Customer,38,Business travel,Business,235,1,1,1.0,3,1,1,4,1,3,4.0,5.0,4,5,1,1,0.0,neutral or dissatisfied,2022-10-26
113568,Female,disloyal Customer,27,Business travel,Eco,407,2,1,2.0,4,1,2,1,1,3,3.0,4.0,2,3,1,23,20.0,neutral or dissatisfied,2022-10-19
46736,Male,Loyal Customer,53,Personal Travel,Eco,73,2,5,0.0,1,3,0,1,3,3,3.0,4.0,5,4,3,0,0.0,neutral or dissatisfied,2022-10-14
67263,Female,Loyal Customer,46,Personal Travel,Eco,1119,2,5,2.0,4,3,5,5,1,1,2.0,1.0,3,1,4,14,21.0,neutral or dissatisfied,2022-10-06
43689,Female,Loyal Customer,65,Business travel,Eco,257,5,5,4.0,4,3,3,3,5,5,5.0,5.0,4,5,3,8,11.0,satisfied,2022-10-22
109588,Male,Loyal Customer,60,Business travel,Business,3823,3,3,3.0,3,5,5,4,4,4,4.0,4.0,3,4,5,0,0.0,satisfied,2022-10-10
65603,Male,Loyal Customer,27,Business travel,Business,237,4,3,3.0,3,4,4,4,4,3,1.0,3.0,2,3,4,0,0.0,neutral or dissatisfied,2022-10-18
8287,Male,Loyal Customer,49,Personal Travel,Eco,125,3,5,0.0,3,5,0,5,5,4,3.0,5.0,2,1,5,58,45.0,neutral or dissatisfied,2022-10-09
96956,Male,Loyal Customer,28,Business travel,Business,2172,1,1,1.0,1,4,4,4,4,3,2.0,4.0,4,5,4,0,0.0,satisfied,2022-10-25
17996,Male,Loyal Customer,61,Business travel,Business,332,4,4,4.0,4,3,5,1,5,5,5.0,5.0,5,5,3,11,2.0,satisfied,2022-10-07
13216,Male,disloyal Customer,22,Business travel,Eco,771,3,3,3.0,2,2,3,3,2,1,2.0,1.0,3,1,2,0,0.0,neutral or dissatisfied,2022-10-06
74093,Male,disloyal Customer,26,Business travel,Business,721,2,2,2.0,3,2,1,1,4,5,4.0,4.0,1,5,1,193,174.0,neutral or dissatisfied,2022-10-17
1800,Male,Loyal Customer,55,Business travel,Business,500,2,2,2.0,2,3,4,5,4,4,4.0,4.0,4,4,3,0,10.0,satisfied,2022-10-05
37803,Female,Loyal Customer,68,Personal Travel,Eco Plus,950,2,1,2.0,1,3,1,1,3,3,2.0,5.0,2,3,3,28,22.0,neutral or dissatisfied,2022-10-08
75412,Female,disloyal Customer,24,Business travel,Business,1092,5,5,5.0,2,5,5,1,5,5,5.0,5.0,4,4,5,0,0.0,satisfied,2022-10-29
65091,Female,Loyal Customer,11,Personal Travel,Eco,247,5,3,5.0,2,5,5,5,5,3,1.0,2.0,4,2,5,0,1.0,satisfied,2022-10-23
